frame,lm_0_x,lm_0_y,lm_0_z,lm_0_vis,lm_1_x,lm_1_y,lm_1_z,lm_1_vis,lm_2_x,lm_2_y,lm_2_z,lm_2_vis,lm_3_x,lm_3_y,lm_3_z,lm_3_vis,lm_4_x,lm_4_y,lm_4_z,lm_4_vis,lm_5_x,lm_5_y,lm_5_z,lm_5_vis,lm_6_x,lm_6_y,lm_6_z,lm_6_vis,lm_7_x,lm_7_y,lm_7_z,lm_7_vis,lm_8_x,lm_8_y,lm_8_z,lm_8_vis,lm_9_x,lm_9_y,lm_9_z,lm_9_vis,lm_10_x,lm_10_y,lm_10_z,lm_10_vis,lm_11_x,lm_11_y,lm_11_z,lm_11_vis,lm_12_x,lm_12_y,lm_12_z,lm_12_vis,lm_13_x,lm_13_y,lm_13_z,lm_13_vis,lm_14_x,lm_14_y,lm_14_z,lm_14_vis,lm_15_x,lm_15_y,lm_15_z,lm_15_vis,lm_16_x,lm_16_y,lm_16_z,lm_16_vis,lm_17_x,lm_17_y,lm_17_z,lm_17_vis,lm_18_x,lm_18_y,lm_18_z,lm_18_vis,lm_19_x,lm_19_y,lm_19_z,lm_19_vis,lm_20_x,lm_20_y,lm_20_z,lm_20_vis,lm_21_x,lm_21_y,lm_21_z,lm_21_vis,lm_22_x,lm_22_y,lm_22_z,lm_22_vis,lm_23_x,lm_23_y,lm_23_z,lm_23_vis,lm_24_x,lm_24_y,lm_24_z,lm_24_vis,lm_25_x,lm_25_y,lm_25_z,lm_25_vis,lm_26_x,lm_26_y,lm_26_z,lm_26_vis,lm_27_x,lm_27_y,lm_27_z,lm_27_vis,lm_28_x,lm_28_y,lm_28_z,lm_28_vis,lm_29_x,lm_29_y,lm_29_z,lm_29_vis,lm_30_x,lm_30_y,lm_30_z,lm_30_vis,lm_31_x,lm_31_y,lm_31_z,lm_31_vis,lm_32_x,lm_32_y,lm_32_z,lm_32_vis
0,0.5378227829933167,0.3599250912666321,-0.1425213515758514,0.999653458595276,0.5401157140731812,0.3483032286167145,-0.1305540353059768,0.9994667172431946,0.5406470894813538,0.3480723202228546,-0.1305839419364929,0.9991477727890016,0.5411311984062195,0.3477191627025604,-0.1306317448616027,0.9989619255065918,0.5364573001861572,0.3442586064338684,-0.1482235193252563,0.9998210072517396,0.5343219041824341,0.3411799669265747,-0.1483002752065658,0.999826729297638,0.5317816734313965,0.3376271426677704,-0.1483698338270187,0.9998716115951538,0.5329343676567078,0.3378982245922088,-0.0581342205405235,0.998853325843811,0.5203484892845154,0.3265986442565918,-0.1382697373628616,0.9998859167099,0.5339303612709045,0.3696475923061371,-0.1132932677865028,0.9979292154312134,0.5285182595252991,0.3656145334243774,-0.1367794275283813,0.9995276927947998,0.5244898796081543,0.3833841681480407,0.0218347664922475,0.9846567511558532,0.4714082777500152,0.3786878883838653,-0.1298746019601822,0.9998953342437744,0.5261430144309998,0.433506041765213,0.1459572166204452,0.0473946779966354,0.4393779635429382,0.463670402765274,-0.18241648375988,0.9823299050331116,0.5360404849052429,0.4039559662342071,0.2358655035495758,0.0648590177297592,0.4449647963047027,0.3847179412841797,-0.2330549657344818,0.9904552102088928,0.5391266345977783,0.3794280290603637,0.2594938278198242,0.0730170533061027,0.442208856344223,0.3635395169258117,-0.2405516356229782,0.9843595623970032,0.5404722690582275,0.392989844083786,0.2563636004924774,0.0722453072667121,0.4434883594512939,0.3576986491680145,-0.2434003353118896,0.9846605658531188,0.5382370948791504,0.3953519165515899,0.2363704442977905,0.0867408514022827,0.4458808004856109,0.3647529482841491,-0.2335657179355621,0.9779687523841858,0.4977026581764221,0.5751795172691345,0.0523578748106956,0.9939874410629272,0.4612483382225036,0.5755197405815125,-0.0523597188293933,0.998946249485016,0.5211614370346069,0.7103325724601746,0.0479911118745803,0.9227434396743774,0.4695253372192383,0.7254038453102112,-0.078173853456974,0.9773042798042296,0.5183252692222595,0.8465114235877991,0.1041202917695045,0.9444444179534912,0.456450879573822,0.875874936580658,-0.0540151819586753,0.9905006885528564,0.511503279209137,0.865321934223175,0.106014110147953,0.904272735118866,0.4475284516811371,0.8936225175857544,-0.0550305023789405,0.9515724778175354,0.5526226162910461,0.8811473250389099,0.0644523426890373,0.9380949139595032,0.4776109158992767,0.9315432906150818,-0.121637538075447,0.9815351963043212
1,0.5394768714904785,0.363756388425827,-0.1418413817882537,0.9996906518936156,0.5417752265930176,0.3517335653305053,-0.1306549161672592,0.9995346069335938,0.5423590540885925,0.3512266278266907,-0.1306866407394409,0.9993115663528442,0.5428521633148193,0.3505443036556244,-0.1307387948036193,0.9991552829742432,0.5382658243179321,0.3485568761825561,-0.1494695991277694,0.9998376369476318,0.5360484719276428,0.345326691865921,-0.1495560407638549,0.999854326248169,0.5337221026420593,0.3419227302074432,-0.1496246308088302,0.9998855590820312,0.534392774105072,0.3397383689880371,-0.06042992323637,0.9991652965545654,0.5222799777984619,0.3296891152858734,-0.1457894146442413,0.9999043941497804,0.5357652902603149,0.3739527761936188,-0.1131111532449722,0.9982731342315674,0.5301818251609802,0.3695777952671051,-0.1381587833166122,0.9995809197425842,0.526448130607605,0.3847096264362335,0.0202506128698587,0.9905632734298706,0.472438633441925,0.3813296556472778,-0.1389544904232025,0.9999173879623412,0.524966835975647,0.443888396024704,0.1534981578588485,0.045813038945198,0.4401028752326965,0.4656462669372558,-0.2024753391742706,0.982983946800232,0.534857988357544,0.3980956673622131,0.2505946457386017,0.0774223208427429,0.4456020295619964,0.387011855840683,-0.260804682970047,0.9923926591873168,0.5390737056732178,0.3972220420837402,0.2770363986492157,0.0893782377243042,0.442403495311737,0.3659070432186126,-0.2694342136383056,0.9877400994300842,0.5391823053359985,0.3882006704807281,0.2717068493366241,0.0895526409149169,0.4431148171424866,0.3605741262435913,-0.2720263600349426,0.9878782629966736,0.5394651889801025,0.4162163734436035,0.2507513165473938,0.1068453937768936,0.4456624388694763,0.3676232099533081,-0.2614783346652984,0.9823204278945924,0.4973484575748443,0.5763830542564392,0.0533744171261787,0.995935320854187,0.4617469310760498,0.5755491256713867,-0.0533667504787445,0.9993010759353638,0.5211593508720398,0.7109013199806213,0.0502654239535331,0.9181562662124634,0.4704557061195373,0.7246675491333008,-0.090783804655075,0.976678192615509,0.5188843607902527,0.8457348346710205,0.1054586991667747,0.9420470595359802,0.4572523236274719,0.8776649236679077,-0.0711803883314132,0.991205632686615,0.5117277503013611,0.8650175929069519,0.107206605374813,0.9034332633018494,0.4485200047492981,0.8944010138511658,-0.0725778937339782,0.9557449817657472,0.553173840045929,0.8777573704719543,0.0656015574932098,0.9394913911819458,0.477894127368927,0.9312312006950378,-0.1397206336259842,0.9840646386146544
2,0.5409692525863647,0.3641632795333862,-0.1648781448602676,0.9994638562202454,0.5434175133705139,0.3517432510852813,-0.1544099599123001,0.9991899132728576,0.5439570546150208,0.3514713943004608,-0.1544387489557266,0.9988345503807068,0.5444542169570923,0.3511099219322204,-0.1545000523328781,0.9985052347183228,0.5396724939346313,0.3478712439537048,-0.1720960140228271,0.9997071623802184,0.537396252155304,0.3446916937828064,-0.1721782088279724,0.999755561351776,0.5346931219100952,0.3412380516529083,-0.1722433418035507,0.9998040795326232,0.5361055731773376,0.3419674336910248,-0.0832102373242378,0.9988982677459716,0.5232420563697815,0.3316183984279632,-0.1630440354347229,0.9998218417167664,0.5369893312454224,0.3738662600517273,-0.13570336997509,0.997312307357788,0.5314576029777527,0.3697006702423095,-0.1591693013906479,0.999289870262146,0.5277511477470398,0.3865057528018951,-0.0013415502617135,0.9861915111541748,0.4754549860954284,0.3827532827854156,-0.1532303243875503,0.999872088432312,0.5204454660415649,0.45182004570961,0.1505730599164962,0.02613977342844,0.4411121308803558,0.4651360511779785,-0.2311536967754364,0.9724010229110718,0.5245441794395447,0.448862612247467,0.2636779248714447,0.0422923453152179,0.4476850628852844,0.3870413899421692,-0.3086031675338745,0.987950563430786,0.5258866548538208,0.4506565630435943,0.2933230400085449,0.0566506683826446,0.4446205496788025,0.3663629293441772,-0.3215941786766052,0.9819584488868712,0.5276616215705872,0.4458094835281372,0.2840286493301391,0.0579793862998485,0.4453509449958801,0.3616552054882049,-0.3235106468200683,0.9826887845993042,0.5262375473976135,0.445331871509552,0.2631786465644836,0.0700413212180137,0.4478998780250549,0.3685144782066345,-0.3099109828472137,0.9748746156692504,0.4981263279914856,0.5747420191764832,0.0499082989990711,0.9938431978225708,0.4613451361656189,0.5746470093727112,-0.0499523170292377,0.9989377856254578,0.52281254529953,0.7090820074081421,0.0500606186687946,0.9210871458053588,0.4694610238075256,0.7277129292488098,-0.0816338062286377,0.9709236025810242,0.51788729429245,0.8434149622917175,0.1094381660223007,0.9332171678543092,0.4572364687919616,0.8770145177841187,-0.0485782325267791,0.9869490265846252,0.5104386210441589,0.8622283339500427,0.1115884184837341,0.8812273740768433,0.4484661221504211,0.8946987390518188,-0.0480500273406505,0.9341291785240172,0.5489642024040222,0.8804364800453186,0.069226749241352,0.930022954940796,0.4758476316928863,0.9341135621070862,-0.1117645055055618,0.976545751094818
3,0.5419621467590332,0.3675646781921386,-0.1613431572914123,0.9997336268424988,0.5443492531776428,0.3558057248592376,-0.1498943567276001,0.9995988011360168,0.5448346138000488,0.3555175364017486,-0.1499264687299728,0.9994006156921388,0.5452995300292969,0.3551247417926788,-0.1499880254268646,0.9992560744285583,0.5408924221992493,0.3518542349338531,-0.1668804585933685,0.9998612403869628,0.5388719439506531,0.3487676382064819,-0.1669617742300033,0.9998797178268432,0.5364632606506348,0.3452020287513733,-0.1670246422290802,0.9999098777770996,0.5373689532279968,0.3451948761940002,-0.0775885730981826,0.9993502497673036,0.5254249572753906,0.3343971967697143,-0.1542935371398925,0.9999220371246338,0.5378103256225586,0.376282274723053,-0.1320972889661789,0.9985694885253906,0.5325835943222046,0.3722275495529175,-0.1546196788549423,0.99965238571167,0.5303620100021362,0.3872041404247284,0.0064336163923144,0.9910775423049928,0.4744714796543121,0.3858610689640045,-0.1445874571800232,0.9999144077301024,0.5309689044952393,0.4404102265834808,0.1393602639436721,0.0463189184665679,0.4416314661502838,0.4682298898696899,-0.2107820063829422,0.984111189842224,0.5404464602470398,0.4220670163631439,0.2410366833209991,0.0614052675664424,0.4474864900112152,0.3915179669857025,-0.2814173102378845,0.9917412996292114,0.5430620312690735,0.3932606875896454,0.2677326500415802,0.0700926184654235,0.4443522095680237,0.3714547753334045,-0.2924633026123047,0.9866850972175598,0.5449157953262329,0.4156221151351928,0.2632580101490021,0.0705455243587493,0.4454127252101898,0.3660237491130829,-0.2950531244277954,0.987273931503296,0.5425518751144409,0.4172628223896026,0.2416201531887054,0.0845682695508003,0.4477767944335937,0.3726509213447571,-0.2825620472431183,0.981467306613922,0.497997373342514,0.5744895935058594,0.0502917245030403,0.995549201965332,0.4619410932064056,0.5742606520652771,-0.0503020770847797,0.99923837184906,0.5230265855789185,0.7065260410308838,0.0499925687909126,0.9274612665176392,0.4711087346076965,0.7247554063796997,-0.092904582619667,0.977637529373169,0.5177231431007385,0.8420340418815613,0.1060462221503257,0.9455140233039856,0.4572445750236511,0.8754543662071228,-0.0735936760902404,0.9901626110076904,0.5102100372314453,0.8612740635871887,0.1080513224005699,0.8943721652030945,0.4475171566009521,0.893955647945404,-0.0743718966841697,0.9498278498649596,0.5492379069328308,0.8802294135093689,0.0690913796424865,0.9372180104255676,0.4770659804344177,0.9341173768043518,-0.135368525981903,0.9819654822349548
4,0.5446281433105469,0.3722532987594604,-0.1435176879167556,0.9998168349266052,0.546966016292572,0.360013872385025,-0.1324782520532608,0.9997268319129944,0.5475654006004333,0.35974982380867,-0.1325172632932663,0.9996030926704408,0.5481024980545044,0.3593249320983886,-0.1325800269842147,0.9995145797729492,0.5432772040367126,0.3565316200256347,-0.1500694006681442,0.9998956918716432,0.5411095023155212,0.3535426557064056,-0.1501450091600418,0.9999070167541504,0.538698136806488,0.3502258062362671,-0.1502039730548858,0.9999289512634276,0.5395288467407227,0.3500117361545563,-0.0642225071787834,0.9995930790901184,0.5271181464195251,0.3390091955661773,-0.1436065137386322,0.9999384880065918,0.5405369997024536,0.3830980062484741,-0.1158464401960372,0.999052345752716,0.5350736379623413,0.3784214854240417,-0.1391319930553436,0.9997627139091492,0.5305824875831604,0.3885867297649383,0.0132469087839126,0.99443519115448,0.4770905375480652,0.3884119689464569,-0.1361889690160751,0.9999243021011353,0.5289542078971863,0.4406078457832336,0.144117385149002,0.0588430985808372,0.4431610107421875,0.4701225757598877,-0.2018255889415741,0.9878353476524352,0.5393537878990173,0.4083285927772522,0.2367737591266632,0.1081546396017074,0.4483839869499206,0.3925628364086151,-0.272765040397644,0.994706928730011,0.5452045798301697,0.4018092155456543,0.2614929378032684,0.1231692135334014,0.4458517432212829,0.3720032572746277,-0.2844834923744201,0.9910571575164796,0.5430378317832947,0.3990078866481781,0.2541550099849701,0.1246348619461059,0.4471264779567718,0.366443932056427,-0.2869769334793091,0.9913983345031738,0.5399553179740906,0.4003415405750274,0.2358802258968353,0.1458585709333419,0.4492963254451751,0.3730483651161194,-0.274037092924118,0.9872453808784484,0.4976111054420471,0.5769787430763245,0.0482997819781303,0.9960538148880004,0.4614651799201965,0.5773764252662659,-0.0482698678970336,0.999103307723999,0.523695170879364,0.7083806991577148,0.0334604457020759,0.9340208768844604,0.4713671803474426,0.7304010391235352,-0.0824965983629226,0.977437138557434,0.5190042853355408,0.8430420160293579,0.0901333391666412,0.9418686628341676,0.456993967294693,0.8782883286476135,-0.0551290586590766,0.9886763095855712,0.509746789932251,0.8627831935882568,0.0921791866421699,0.9029706120491028,0.4484626650810241,0.8966152667999268,-0.0550361163914203,0.9484090805053712,0.5487909317016602,0.8826582431793213,0.0536511652171611,0.934736669063568,0.4774321615695953,0.9369502663612366,-0.1142799258232116,0.9783671498298644
5,0.546107292175293,0.3774498403072357,-0.1553202867507934,0.9998186230659484,0.5484089255332947,0.3649564087390899,-0.1447672098875045,0.999733030796051,0.5489258766174316,0.36459681391716,-0.1447950154542923,0.9996219873428344,0.5493742227554321,0.3640449047088623,-0.1448610424995422,0.9995526671409608,0.5450766086578369,0.3619008362293243,-0.1634714007377624,0.9999024868011476,0.5428639054298401,0.3589527904987335,-0.1635593175888061,0.9999167919158936,0.54061359167099,0.3557916283607483,-0.1636188626289367,0.9999380111694336,0.5401882529258728,0.3538162112236023,-0.077429823577404,0.9996063113212584,0.5286440849304199,0.3435856997966766,-0.1615303754806518,0.9999446868896484,0.5417327284812927,0.3880812227725982,-0.1276365518569946,0.9990750551223756,0.5365162491798401,0.383259654045105,-0.1523472368717193,0.99976247549057,0.5320935249328613,0.3901718854904175,0.0052788462489843,0.9948016405105592,0.4766716957092285,0.3924249410629272,-0.1538111716508865,0.9999337196350098,0.532892644405365,0.4369982779026031,0.1492478847503662,0.0652607753872871,0.4437277317047119,0.4728462100028991,-0.2124454081058502,0.990211546421051,0.5425426959991455,0.4063706696033478,0.2608442902565002,0.0968970283865928,0.4489353597164154,0.3956142067909241,-0.2714577913284302,0.995545506477356,0.5476415753364563,0.404315173625946,0.2893944382667541,0.1067185476422309,0.4469221532344818,0.3751554191112518,-0.2817205488681793,0.9921756386756896,0.5452064275741577,0.4017582237720489,0.2811170220375061,0.1090874895453453,0.4481827318668365,0.3698083162307739,-0.284548819065094,0.9925518035888672,0.5499508380889893,0.4204833209514618,0.2599164843559265,0.1326596140861511,0.4501748085021972,0.3763880133628845,-0.2723902463912964,0.988684356212616,0.4986791014671325,0.575616717338562,0.049836091697216,0.9973661303520204,0.4619803428649902,0.5764425992965698,-0.049818318337202,0.9994661211967468,0.5236994028091431,0.7095525860786438,0.0392258428037166,0.9484840035438538,0.4723328948020935,0.7284347414970398,-0.0986774787306785,0.983200192451477,0.5188164710998535,0.8443140387535095,0.1050491780042648,0.9534490704536438,0.4568511843681335,0.8790244460105896,-0.0773140341043472,0.9921779036521912,0.5101948976516724,0.8629340529441833,0.1079522967338562,0.8952469229698181,0.4477024972438812,0.8961400985717773,-0.0779328495264053,0.95525324344635,0.5478295087814331,0.8823080062866211,0.0670135840773582,0.946193277835846,0.4765388369560241,0.936126470565796,-0.1426883339881897,0.9859473705291748
6,0.5459222793579102,0.3787625133991241,-0.1440121680498123,0.9998949766159058,0.5483382940292358,0.3664909899234772,-0.1326993703842163,0.9998441934585572,0.5487920045852661,0.3659093677997589,-0.1327294409275055,0.9997691512107848,0.549134373664856,0.3652499616146087,-0.1327860057353973,0.9997331500053406,0.5451870560646057,0.3634492754936218,-0.1516963839530944,0.9999477863311768,0.5432146191596985,0.3604320883750915,-0.1517815291881561,0.9999536275863647,0.5411633253097534,0.3573621213436126,-0.151841938495636,0.999967098236084,0.5402460098266602,0.355103075504303,-0.0646170526742935,0.9997304081916808,0.5301245450973511,0.3462514579296112,-0.1500444114208221,0.9999721050262452,0.5413772463798523,0.38784059882164,-0.1163406521081924,0.9994981288909912,0.5365186333656311,0.383573830127716,-0.1413862854242324,0.9998825788497924,0.5325509309768677,0.393092006444931,0.0177044235169887,0.9950435161590576,0.4776603579521179,0.3949549496173858,-0.1470191329717636,0.9999544620513916,0.5385301113128662,0.4331737458705902,0.1475293040275573,0.0968223437666893,0.4447303712368011,0.4742539823055267,-0.1952713578939438,0.9932478666305542,0.5454126000404358,0.3971443176269531,0.2485671937465667,0.1076957806944847,0.450558602809906,0.3983928561210632,-0.244864672422409,0.9961399435997008,0.5501896142959595,0.3928886353969574,0.2733739018440246,0.1064427569508552,0.4481047093868255,0.3788404762744903,-0.254271537065506,0.9930787682533264,0.5473571419715881,0.3894664049148559,0.2681340873241424,0.1078342050313949,0.4494964480400085,0.3734359443187713,-0.2587964832782745,0.9933799505233764,0.544380247592926,0.3902937173843384,0.2480688542127609,0.1303908824920654,0.4516742825508117,0.3798134326934814,-0.2459851503372192,0.9896713495254515,0.4985881447792053,0.5773764252662659,0.0538202449679374,0.997742772102356,0.4629708230495453,0.5770271420478821,-0.053798496723175,0.9995469450950624,0.5248773694038391,0.709008514881134,0.0426344908773899,0.934728741645813,0.474400907754898,0.7253468632698059,-0.1084455475211143,0.9848862290382384,0.5191861987113953,0.8477798700332642,0.1034896522760391,0.9496232271194458,0.4568869173526764,0.8763606548309326,-0.0926585793495178,0.9931437969207764,0.5113714337348938,0.8657236695289612,0.1060113459825515,0.9072193503379822,0.4474017024040222,0.8951255083084106,-0.0940362587571144,0.9650801420211792,0.5501843094825745,0.8806824684143066,0.0666523724794387,0.9445023536682128,0.4775754809379577,0.9334001541137696,-0.159818485379219,0.9872722029685974
7,0.547397255897522,0.3836096525192261,-0.1429217159748077,0.9999432563781738,0.5498377680778503,0.3717826306819916,-0.1314740031957626,0.9999170303344728,0.5502782464027405,0.3712300658226013,-0.131504088640213,0.9998776912689208,0.550609290599823,0.3706403374671936,-0.131561741232872,0.9998575448989868,0.5467358231544495,0.3686760663986206,-0.1506876200437545,0.9999728202819824,0.544774055480957,0.3655314445495605,-0.1507683247327804,0.9999758005142212,0.5427341461181641,0.3623681664466858,-0.1508222073316574,0.9999828338623048,0.5419125556945801,0.3596741259098053,-0.0633253827691078,0.9998681545257568,0.5315870046615601,0.3503573536872864,-0.1496565639972686,0.9999864101409912,0.5428869128227234,0.3925018608570099,-0.1153625398874282,0.9997590184211732,0.5380018949508667,0.3877849280834198,-0.1406645625829696,0.9999446868896484,0.5338562726974487,0.3975113332271576,0.0176983792334795,0.9969792366027832,0.4789090752601623,0.397217333316803,-0.1470216810703277,0.9999736547470092,0.5326308608055115,0.4293276369571686,0.1446682512760162,0.1208412498235702,0.4450415670871734,0.4779894649982452,-0.1993652880191803,0.9951601624488832,0.5486942529678345,0.4026538133621216,0.2388762980699539,0.1467023640871048,0.4507867693901062,0.402631551027298,-0.2552746534347534,0.9971808195114136,0.552674412727356,0.3971598446369171,0.2621362507343292,0.1407425105571746,0.4486878514289856,0.3825394511222839,-0.2663760185241699,0.9946601986885072,0.5503475069999695,0.3923280537128448,0.2571731805801391,0.1407907009124755,0.4502425789833069,0.3770826458930969,-0.2702801823616028,0.9948533177375792,0.5471756458282471,0.3953150510787964,0.2383395433425903,0.1625576615333557,0.4524289667606354,0.3835728466510772,-0.2563590407371521,0.9915755391120912,0.4986542761325836,0.5783796310424805,0.0531509295105934,0.998132050037384,0.4636207222938537,0.5784340500831604,-0.0531088039278984,0.9996548891067504,0.5260533690452576,0.7090153694152832,0.0372549630701541,0.9472050666809082,0.4764609932899475,0.7233396768569946,-0.1236789375543594,0.9873318076133728,0.5192903280258179,0.8436498045921326,0.1002892404794693,0.9554040431976318,0.4573442339897156,0.8747819066047668,-0.1093115955591201,0.9939562678337096,0.5105831623077393,0.8624337911605835,0.1029499545693397,0.918224275112152,0.447939932346344,0.8938339352607727,-0.1106892377138137,0.9694058299064636,0.5488173365592957,0.8809652328491211,0.0624996908009052,0.9495635628700256,0.4781244695186615,0.9365496039390564,-0.1778671145439148,0.988843560218811
8,0.550409197807312,0.3884510993957519,-0.1491882652044296,0.9999442100524902,0.5524118542671204,0.3761075437068939,-0.1384146511554718,0.99992835521698,0.5527933835983276,0.3754585385322571,-0.1384509056806564,0.9998989105224608,0.553091824054718,0.3747668266296386,-0.1385218799114227,0.9998868703842164,0.5493006706237793,0.3734922111034393,-0.1572954058647155,0.9999747276306152,0.5473507046699524,0.3708181083202362,-0.1573776751756668,0.9999784231185912,0.5452514290809631,0.3680371046066284,-0.1574399173259735,0.9999850988388062,0.5441082119941711,0.36465784907341,-0.0724670141935348,0.999913454055786,0.5338022708892822,0.3568996787071228,-0.1573476791381836,0.9999881982803344,0.5461443662643433,0.3976864814758301,-0.1225223690271377,0.9998038411140442,0.5410435795783997,0.3937683999538421,-0.1474184542894363,0.9999504089355468,0.5370426177978516,0.4033383131027221,0.0077078724279999,0.997170388698578,0.4805621206760406,0.4029112458229065,-0.154900923371315,0.9999624490737916,0.5347517728805542,0.4303460419178009,0.1400528401136398,0.093704804778099,0.4465626776218414,0.4791441261768341,-0.2213729918003082,0.9939936995506288,0.5501943230628967,0.4080697894096374,0.2456813305616378,0.1217037588357925,0.4525900483131408,0.4052687287330627,-0.2909933924674988,0.99604994058609,0.5551525354385376,0.4025006294250488,0.2717969119548797,0.1216415017843246,0.4510378241539001,0.3853495717048645,-0.30418661236763,0.992767095565796,0.5531437993049622,0.4004246890544891,0.2661456167697906,0.1226959750056266,0.4531589150428772,0.3798455893993377,-0.3067647516727447,0.9930481910705566,0.5489364862442017,0.4002484083175659,0.2454835921525955,0.1393342912197113,0.4549937844276428,0.3863805532455444,-0.292010098695755,0.988658845424652,0.4985837936401367,0.5800560116767883,0.0507385544478893,0.9983459711074828,0.4635197222232818,0.5788726806640625,-0.0506984964013099,0.999632716178894,0.5275654196739197,0.7067572474479675,0.015640590339899,0.9488539695739746,0.4788013100624084,0.7224298119544983,-0.1342426389455795,0.9873326420783995,0.5209753513336182,0.8404305577278137,0.0816503539681434,0.9528833031654358,0.4578163623809814,0.8731029033660889,-0.1113589853048324,0.9936324954032898,0.5104634761810303,0.8615726232528687,0.0847303941845893,0.9195097088813782,0.4479363858699798,0.8915942907333374,-0.1112194210290908,0.967698335647583,0.5488078594207764,0.8805118799209595,0.0454725250601768,0.9483703374862672,0.4789887368679046,0.9377594590187072,-0.1737633645534515,0.9882898330688475
9,0.5525009632110596,0.3923116028308868,-0.1621355861425399,0.9999159574508668,0.5548110604286194,0.380410224199295,-0.1508714258670807,0.999897003173828,0.5552474856376648,0.3796539008617401,-0.1509035974740982,0.9998515844345092,0.5555875301361084,0.3788374662399292,-0.1509786546230316,0.9998327493667604,0.5517550110816956,0.3785464763641357,-0.1701708436012268,0.9999645948410034,0.5498715043067932,0.3762154579162597,-0.1702650785446167,0.9999687671661376,0.5476014614105225,0.3735087811946869,-0.1703348904848098,0.9999788999557496,0.5469512939453125,0.3701694905757904,-0.0817869529128074,0.999860405921936,0.5355719923973083,0.362546294927597,-0.1682823300361633,0.9999827146530152,0.5482996106147766,0.4006984829902649,-0.1341098546981811,0.999665379524231,0.5429320335388184,0.3979799151420593,-0.1594787538051605,0.9999152421951294,0.5401303172111511,0.4062663912773132,0.0048552937805652,0.9956769347190856,0.4836072325706482,0.4053957164287567,-0.1671801656484604,0.9999585151672364,0.5447351932525635,0.4453285932540893,0.1438560038805008,0.0725772082805633,0.4470488429069519,0.4844233691692352,-0.2276856452226638,0.9906585216522216,0.5515705943107605,0.4162144660949707,0.2587639987468719,0.0982711613178253,0.4523987174034118,0.4106834530830383,-0.2896579205989837,0.9950319528579712,0.557177722454071,0.4122500121593475,0.2867677211761474,0.1025054678320884,0.4509896636009216,0.3883192837238312,-0.3028110265731811,0.991707980632782,0.5546143651008606,0.4054733216762543,0.2792890965938568,0.1032379642128944,0.4532254636287689,0.382436454296112,-0.3072695136070251,0.992064654827118,0.55083167552948,0.4084474444389343,0.2580232620239258,0.1209445595741272,0.4545231759548187,0.3893716037273407,-0.2913984656333923,0.987151026725769,0.4982601106166839,0.5807384848594666,0.055796779692173,0.9980990290641784,0.4632820188999176,0.5777612924575806,-0.0557648614048957,0.999640941619873,0.5282456874847412,0.7040584683418274,0.0217770561575889,0.9439566135406494,0.4789399206638336,0.7227602005004883,-0.139086052775383,0.9883418679237366,0.52043616771698,0.8408743739128113,0.0834652334451675,0.9503183960914612,0.4568970203399658,0.8778941035270691,-0.1147534102201461,0.9948543906211852,0.5098690986633301,0.8623245358467102,0.0861880183219909,0.9235544204711914,0.4481693208217621,0.8950763940811157,-0.1148426383733749,0.9736490845680236,0.5509922504425049,0.881379246711731,0.048428475856781,0.9493312239646912,0.4789631366729736,0.9362020492553712,-0.1797365695238113,0.9902303814888
